ajre2-L02
Graph Created on: 2024-07-22 12:55:40.250
Recording on: 2024-07-22 12:58:21.171
2 msec/sample
3 channels
EMG
mV
Integrated EMG (est.)
mV-sec
Clench Force
kg
CH1	CH40	CH41	
55222 samples	55222 samples	55222 samples	
0.078125	0.0459717	0.0523158	
0.00488281	0.0457336	0.0697545	
0.0756836	0.0458679	0.0697545	
-0.0335693	0.0460327	0.0697545	
0.0146484	0.0458984	0.0697545	
0.107422	0.0456909	0.0697545	
-0.0390625	0.0455444	0.0697545	
-0.0292969	0.0455078	0.0697545	
0.00854492	0.0448364	0.0523158	
-0.0262451	0.0450989	0.0523158	
0.03479	0.0446228	0.0523158	
-0.0549316	0.044281	0.0523158	
-0.0366211	0.0442261	0.0523158	
0.0756836	0.0439758	0.0523158	
0.0421143	0.0438232	0.0697545	
-0.055542	0.0438416	0.0697545	
0.055542	0.0440796	0.0697545	
0.0482178	0.0444824	0.0697545	
0.0482178	0.044519	0.0697545	
0.0158691	0.0445862	0.0697545	
-0.0695801	0.0447876	0.0697545	
0.0299072	0.0445618	0.0871931	
0.0762939	0.0448547	0.0871931	
-0.101929	0.0446228	0.0871931	
0.0457764	0.0448303	0.0871931	
0.0732422	0.0450378	0.0871931	
0.0653076	0.0453979	0.0871931	
0.0909424	0.0461121	0.0871931	
-0.0537109	0.045874	0.0871931	
0.0341797	0.0461426	0.0871931	
0.154419	0.0467041	0.0871931	
-0.0738525	0.0470642	0.0871931	
-0.0708008	0.0474548	0.0871931	
-0.0292969	0.0473999	0.0871931	
-0.078125	0.0481628	0.0871931	
0	0.0473816	0.0871931	
-0.10498	0.0478882	0.0871931	
-0.0610352	0.0484192	0.0871931	
0.0622559	0.0480835	0.0871931	
0.0146484	0.0477966	0.0871931	
-0.00793457	0.0474243	0.0871931	
0.0524902	0.0475952	0.0871931	
0.0646973	0.0480408	0.0871931	
0.00793457	0.0479126	0.0871931	
0.0115967	0.0480042	0.0871931	
-0.0317383	0.0475525	0.0871931	
0.0341797	0.0478088	0.0871931	
0.0720215	0.0478027	0.0871931	
-0.126953	0.0480347	0.0697545	
-0.0427246	0.0484314	0.0871931	
0.0408936	0.0485413	0.0871931	
0.0170898	0.0482971	0.0871931	
0.0415039	0.0482727	0.0871931	
-0.0695801	0.0482605	0.0871931	
0.0128174	0.0482117	0.0871931	
0.125732	0.0483398	0.0871931	
0.0164795	0.0483337	0.0871931	
-0.00427246	0.0480713	0.104632	
0.0238037	0.048114	0.104632	
0.0158691	0.0481995	0.104632	
0.0976563	0.048468	0.104632	
-0.0592041	0.048407	0.104632	
-0.0323486	0.0485046	0.104632	
0.0598145	0.0484985	0.104632	
0.022583	0.0485046	0.104632	
-0.0665283	0.0485107	0.104632	
0.00549316	0.0482239	0.104632	
0.0292969	0.0483826	0.104632	
0.0439453	0.0482849	0.0871931	
0.0213623	0.0484131	0.0871931	
-0.0604248	0.0484985	0.0871931	
0.0262451	0.0484619	0.0871931	
0.107422	0.0486084	0.0871931	
-0.0500488	0.0484741	0.0871931	
0.00244141	0.0484253	0.0871931	
0.0274658	0.0481018	0.0871931	
0.0158691	0.0480713	0.0871931	
0.0457764	0.0480042	0.0871931	
-0.088501	0.0486084	0.0871931	
0.00671387	0.0486084	0.0871931	
0.0939941	0.0485962	0.0871931	
-0.0335693	0.0488281	0.0871931	
-0.0665283	0.0490906	0.0871931	
0.0170898	0.0489014	0.0871931	
-0.0231934	0.0491272	0.0871931	
0.0756836	0.0489014	0.0871931	
-0.0738525	0.0489746	0.0871931	
-0.0195313	0.0489563	0.0871931	
0.0708008	0.0490234	0.0871931	
0.0457764	0.0489258	0.0871931	
-0.0653076	0.0488098	0.0871931	
0.0268555	0.048938	0.0871931	
0.0292969	0.0490906	0.0871931	
0.022583	0.048938	0.0871931	
-0.012207	0.0486694	0.0871931	
-0.0549316	0.0482971	0.0871931	
0.0378418	0.0482483	0.0871931	
0.0799561	0.0483826	0.0697545	
-0.0744629	0.0480164	0.0697545	
0.0256348	0.0481384	0.0697545	
0.0860596	0.0482178	0.0697545	
0.0402832	0.0485718	0.0697545	
0.0537109	0.0483521	0.0697545	
-0.0622559	0.0486389	0.0697545	
0.00732422	0.0485657	0.0697545	
0.134277	0.0488342	0.0697545	
-0.0360107	0.0488037	0.0697545	
-0.0897217	0.049408	0.0697545	
0.00366211	0.0493591	0.0697545	
0.00915527	0.0491882	0.0697545	
0.0494385	0.0493347	0.0697545	
-0.0817871	0.0496033	0.0697545	
-0.0012207	0.0492493	0.0697545	
0.0805664	0.0492981	0.0697545	
0.0408936	0.0492859	0.0697545	
-0.0744629	0.0494751	0.0697545	
0.0469971	0.0493896	0.0697545	
0.032959	0.0492371	0.0697545	
0.0183105	0.048938	0.0697545	
0.012207	0.0489014	0.0697545	
-0.0292969	0.0484985	0.0697545	
0.0561523	0.048761	0.0697545	
0.0714111	0.0487122	0.0697545	
-0.088501	0.0485779	0.0697545	
0.00854492	0.0482056	0.0697545	
0.0634766	0.0481079	0.0697545	
-0.0286865	0.0477417	0.0697545	
0.0372314	0.0472046	0.0697545	
-0.0775146	0.0474426	0.0697545	
-0.0274658	0.0473755	0.0697545	
0.0970459	0.0468018	0.0697545	
-0.0213623	0.0462769	0.0697545	
-0.0531006	0.0460999	0.0697545	
0.0256348	0.0460632	0.0697545	
-0.00671387	0.0453491	0.0697545	
0.0744629	0.0460937	0.0697545	
-0.0622559	0.0456665	0.0697545	
-0.0427246	0.0454834	0.0697545	
0.0671387	0.0455322	0.0697545	
0.0653076	0.0460388	0.0697545	
-0.0744629	0.0467041	0.0697545	
0.0402832	0.046582	0.0697545	
0.022583	0.0461609	0.0697545	
0.057373	0.0466553	0.0697545	
0.00183105	0.0465576	0.0871931	
-0.0708008	0.0469482	0.0871931	
0.0152588	0.046759	0.0697545	
0.0848389	0.0468872	0.0697545	
-0.0726318	0.046344	0.0697545	
-0.0012207	0.045929	0.0697545	
0.0494385	0.0460144	0.0697545	
0.0262451	0.046106	0.0697545	
0.0567627	0.0462585	0.0697545	
-0.0439453	0.0460022	0.0697545	
0.0164795	0.0460388	0.0697545	
0.12207	0.0460022	0.0697545	
0	0.0458374	0.0697545	
-0.0439453	0.0462341	0.0697545	
0.020752	0.0462036	0.0697545	
-0.0158691	0.0462036	0.0697545	
0.0640869	0.0458679	0.0697545	
-0.0689697	0.0459656	0.0697545	
-0.055542	0.0461975	0.0697545	
0.0616455	0.0462158	0.0697545	
0.0524902	0.0465149	0.0697545	
-0.0933838	0.0467834	0.0697545	
0.00549316	0.0467834	0.0697545	
0.0219727	0.0467102	0.0697545	
0.0268555	0.0465393	0.0697545	
0.00671387	0.0463928	0.0697545	
-0.0628662	0.0464172	0.0697545	
0.0299072	0.0464539	0.0697545	
0.0769043	0.0461487	0.0697545	
-0.0689697	0.0463379	0.0697545	
-0.0231934	0.0465454	0.0697545	
0.0531006	0.0468018	0.0697545	
0.0170898	0.046814	0.0697545	
0.0860596	0.0472168	0.0697545	
-0.0378418	0.0467102	0.0697545	
0.0158691	0.0468018	0.0697545	
0.117798	0.0470398	0.0697545	
0.0311279	0.0470154	0.0697545	
0.0012207	0.0463623	0.0697545	
0.0585938	0.0467773	0.0697545	
0	0.0465454	0.0697545	
0.057373	0.0463623	0.0697545	
-0.0616455	0.0462402	0.0697545	
-0.0512695	0.0465576	0.0697545	
0.0640869	0.0464905	0.0697545	
0.0469971	0.0465027	0.0697545	
-0.115967	0.0470093	0.0697545	
0.012207	0.0468628	0.0697545	
0.00427246	0.0466125	0.0697545	
0.0274658	0.0466614	0.0697545	
0.022583	0.0467651	0.0697545	
-0.0762939	0.0469788	0.0697545	
0.03479	0.0469482	0.0697545	
0.125122	0.0473999	0.0523158	
-0.0830078	0.0474854	0.0523158	
-0.0292969	0.047522	0.0523158	
0.0305176	0.0469666	0.0523158	
0.0140381	0.0467041	0.0523158	
0.0634766	0.0468018	0.0523158	
-0.119629	0.0473755	0.0523158	
-0.020752	0.0475098	0.0523158	
0.0805664	0.0469727	0.0523158	
-0.0262451	0.046875	0.0697545	
-0.020752	0.0461853	0.0697545	
0.0408936	0.0465576	0.0697545	
0.0183105	0.0466492	0.0697545	
0.10376	0.0471924	0.0697545	
-0.0250244	0.0466248	0.0697545	
-0.010376	0.0467163	0.0697545	
0.0549316	0.04646	0.0697545	
0.0854492	0.0469055	0.0697545	
-0.0909424	0.0470703	0.0697545	
0.0177002	0.0467773	0.0697545	
0.0311279	0.046759	0.0697545	
0.00366211	0.0466125	0.0697545	
-0.010376	0.0465942	0.0697545	
-0.0701904	0.0470032	0.0697545	
0.0488281	0.0469299	0.0697545	
0.113525	0.0473511	0.0697545	
-0.0860596	0.0473267	0.0697545	
0.0158691	0.0473999	0.0697545	
0.0805664	0.0475708	0.0697545	
0.0512695	0.0477966	0.0697545	
0.0390625	0.0478149	0.0697545	
-0.0616455	0.0476562	0.0697545	
0.00488281	0.0474304	0.0697545	
0.0958252	0.0474182	0.0697545	
0.00671387	0.0472717	0.0697545	
-0.0738525	0.0474792	0.0697545	
-0.0305176	0.0475281	0.0697545	
-0.020752	0.0476685	0.0697545	
0.0689697	0.0476135	0.0697545	
-0.043335	0.0474243	0.0697545	
-0.0640869	0.0476379	0.0697545	
0.0762939	0.0477295	0.0697545	
0.057373	0.0476501	0.0697545	
-0.111694	0.0480225	0.0697545	
0.0567627	0.0481873	0.0697545	
0.0421143	0.0483826	0.0697545	
0.0311279	0.0481201	0.0697545	
0.0115967	0.0482178	0.0697545	
-0.0738525	0.0482483	0.0697545	
0.0268555	0.0483643	0.0697545	
0.0726318	0.0482422	0.0697545	
-0.0701904	0.0482178	0.0697545	
-0.0164795	0.0483704	0.0697545	
0.0317383	0.0481934	0.0697545	
0.00610352	0.0479919	0.0697545	
0.0531006	0.0479553	0.0697545	
-0.0445557	0.0479614	0.0697545	
0.0317383	0.048114	0.0697545	
0.0854492	0.0477478	0.0697545	
0.0183105	0.0479309	0.0697545	
-0.0201416	0.0476929	0.0697545	
0.0421143	0.0479065	0.0697545	
0.0012207	0.04776	0.0697545	
0.0524902	0.047644	0.0697545	
-0.0457764	0.0474121	0.0697545	
-0.0439453	0.0472961	0.0697545	
0.0915527	0.0475952	0.0697545	
0.0598145	0.0476685	0.0697545	
-0.0524902	0.0472595	0.0697545	
0.010376	0.0473083	0.0697545	
0.0402832	0.0474915	0.0697545	
0.0335693	0.0475586	0.0697545	
-0.00793457	0.0475708	0.0697545	
-0.0616455	0.0475586	0.0697545	
0.00854492	0.047345	0.0697545	
0.0640869	0.0472168	0.0697545	
-0.0970459	0.0474976	0.0697545	
-0.0219727	0.0474854	0.0697545	
0.0665283	0.0476196	0.0697545	
-0.055542	0.0480042	0.0523158	
0.0823975	0.0479675	0.0523158	
-0.0604248	0.0481934	0.0523158	
0	0.0480347	0.0523158	
0.0994873	0.0478516	0.0697545	
0.0140381	0.0476807	0.0697545	
-0.0323486	0.0479919	0.0697545	
0.0244141	0.0476501	0.0697545	
0.00549316	0.0477051	0.0697545	
0.0689697	0.047821	0.0697545	
-0.0848389	0.048053	0.0697545	
-0.0280762	0.047821	0.0523158	
0.0482178	0.0476624	0.0523158	
0.0518799	0.0477112	0.0523158	
-0.0830078	0.0473816	0.0523158	
0.0244141	0.0475037	0.0523158	
0.0567627	0.0480286	0.0523158	
0.022583	0.0479797	0.0523158	
0.0427246	0.0481812	0.0523158	
-0.0769043	0.0481873	0.0523158	
0.0402832	0.0482422	0.0523158	
0.0836182	0.0478271	0.0523158	
-0.0897217	0.0478943	0.0523158	
-0.0219727	0.047821	0.0523158	
0.0341797	0.0478577	0.0523158	
-0.0170898	0.0478882	0.0523158	
0.0836182	0.0480896	0.0523158	
-0.0543213	0.0474365	0.0523158	
0.0012207	0.0472412	0.0523158	
0.130005	0.0477356	0.0523158	
0.0341797	0.0478149	0.0523158	
0.00915527	0.047699	0.0523158	
0.0360107	0.0476501	0.0523158	
-0.00427246	0.0475098	0.0523158	
0.0341797	0.046814	0.0697545	
-0.043335	0.0469971	0.0697545	
-0.032959	0.0472229	0.0697545	
0.0469971	0.0471436	0.0697545	
0.0695801	0.0469849	0.0697545	
-0.0793457	0.0468689	0.0697545	
0.00671387	0.046759	0.0697545	
0.0323486	0.0467712	0.0523158	
0.0610352	0.047345	0.0523158	
0.0482178	0.0477234	0.0523158	
-0.0787354	0.0478088	0.0523158	
-0.03479	0.0476685	0.0523158	
