casm2-L02
Graph Created on: 2024-07-22 12:46:48.718
Recording on: 2024-07-22 12:48:14.176
2 msec/sample
3 channels
EMG
mV
Integrated EMG (est.)
mV-sec
Clench Force
kg
CH1	CH40	CH41	
61007 samples	61007 samples	61007 samples	
0.0201416	0.0179749	3.88578E-16	
0.0170898	0.0180664	3.88578E-16	
0.0274658	0.0179932	3.88578E-16	
-0.00671387	0.017865	3.88578E-16	
-0.00915527	0.0178894	3.88578E-16	
0.03479	0.0180176	3.88578E-16	
0.0378418	0.0183716	3.88578E-16	
-0.0189209	0.0184204	3.88578E-16	
0.0274658	0.0185303	3.88578E-16	
0.0146484	0.0185974	3.88578E-16	
0.0134277	0.018634	3.88578E-16	
0.0213623	0.018811	3.88578E-16	
0.00488281	0.0188416	3.88578E-16	
0.0213623	0.0187805	3.88578E-16	
0.0250244	0.0187561	3.88578E-16	
-0.020752	0.0187561	3.88578E-16	
0.00732422	0.0186584	3.88578E-16	
0.0341797	0.0187744	3.88578E-16	
0.00671387	0.0187012	3.88578E-16	
0.0183105	0.0186768	3.88578E-16	
-0.00915527	0.0186523	3.88578E-16	
0.00793457	0.0186829	3.88578E-16	
0.0537109	0.0186584	3.88578E-16	
0.00732422	0.0185303	3.88578E-16	
-0.0317383	0.0187561	3.88578E-16	
0.0268555	0.0187744	3.88578E-16	
0.00793457	0.0187866	3.88578E-16	
0.0256348	0.0187256	3.88578E-16	
-0.0360107	0.0189758	3.88578E-16	
0.00366211	0.0190125	3.88578E-16	
0.0311279	0.019043	3.88578E-16	
0.0457764	0.0194336	3.88578E-16	
-0.0646973	0.0197449	3.88578E-16	
0.0292969	0.0198486	3.88578E-16	
0.0341797	0.0200012	3.88578E-16	
0.00976563	0.0200195	3.88578E-16	
0.00671387	0.0200012	3.88578E-16	
-0.00854492	0.0200745	3.88578E-16	
0.000610352	0.0199341	3.88578E-16	
0.0421143	0.0200195	3.88578E-16	
-0.022583	0.0199524	3.88578E-16	
-0.00610352	0.0198792	3.88578E-16	
0.0134277	0.0198853	3.88578E-16	
-0.00305176	0.0198059	3.88578E-16	
0.0268555	0.0200562	3.88578E-16	
-0.00915527	0.0198914	3.88578E-16	
0.00610352	0.0198059	3.88578E-16	
0.0415039	0.0199951	3.88578E-16	
0.0146484	0.0200439	3.88578E-16	
0.00305176	0.0199829	3.88578E-16	
0.0268555	0.0201416	3.88578E-16	
0.0140381	0.0200989	3.88578E-16	
0.0152588	0.0200439	3.88578E-16	
-0.0390625	0.0201294	3.88578E-16	
0.00427246	0.0200623	3.88578E-16	
0.0170898	0.0198975	3.88578E-16	
0.0231934	0.0198486	3.88578E-16	
-0.0622559	0.0201904	3.88578E-16	
0.0134277	0.0201843	3.88578E-16	
0.0231934	0.0201538	3.88578E-16	
0.0134277	0.0201416	3.88578E-16	
-0.00732422	0.0201355	3.88578E-16	
0.00915527	0.0201904	3.88578E-16	
0.0372314	0.0201904	3.88578E-16	
0.0445557	0.0202576	3.88578E-16	
-0.00854492	0.0199524	3.88578E-16	
-0.0164795	0.0200439	3.88578E-16	
0.0402832	0.0201172	3.88578E-16	
0.0244141	0.0201965	3.88578E-16	
0.0390625	0.0203796	3.88578E-16	
0	0.0202087	3.88578E-16	
0	0.020105	3.88578E-16	
0.0402832	0.0200134	3.88578E-16	
0.0152588	0.0200195	3.88578E-16	
0.000610352	0.0198059	3.88578E-16	
0.0488281	0.019928	3.88578E-16	
-0.0134277	0.0197205	3.88578E-16	
0.0177002	0.0194458	3.88578E-16	
-0.0280762	0.0196228	3.88578E-16	
0.000610352	0.019574	3.88578E-16	
0.043335	0.019812	3.88578E-16	
0.0262451	0.0200439	3.88578E-16	
-0.0537109	0.0204651	3.88578E-16	
0.0152588	0.0205505	3.88578E-16	
0.0415039	0.0207764	3.88578E-16	
0.0183105	0.0208496	3.88578E-16	
0.0323486	0.0211182	3.88578E-16	
-0.0402832	0.0214539	3.88578E-16	
0.0244141	0.021637	3.88578E-16	
0.0274658	0.0215881	3.88578E-16	
-0.0115967	0.0213928	3.88578E-16	
0.00427246	0.0213074	3.88578E-16	
0.0012207	0.0209839	3.88578E-16	
-0.0164795	0.0211121	3.88578E-16	
0.0323486	0.021228	3.88578E-16	
-0.0146484	0.0212585	3.88578E-16	
0.0274658	0.0214661	3.88578E-16	
0.0427246	0.0213989	3.88578E-16	
0.00671387	0.0214355	0	
-0.0140381	0.0215515	0	
0.0439453	0.0217896	0	
0.00305176	0.0216492	3.88578E-16	
0.0189209	0.0215637	3.88578E-16	
-0.0195313	0.0216919	3.88578E-16	
0.00976563	0.021698	3.88578E-16	
0.022583	0.0215759	3.88578E-16	
0.010376	0.0213013	3.88578E-16	
-0.0244141	0.0213562	3.88578E-16	
0.0354004	0.0214355	3.88578E-16	
0.0128174	0.0214172	3.88578E-16	
0.0109863	0.0213928	3.88578E-16	
0.0469971	0.0216492	0	
-0.0177002	0.0217773	0	
0.00305176	0.0215942	0	
0.0256348	0.0216003	3.88578E-16	
0.0219727	0.0216125	3.88578E-16	
-0.0012207	0.0215515	3.88578E-16	
0.0256348	0.0214661	3.88578E-16	
0.0012207	0.0214111	3.88578E-16	
0.00366211	0.0212646	3.88578E-16	
-0.00671387	0.0212402	3.88578E-16	
0.0140381	0.0213013	3.88578E-16	
0.010376	0.0208679	3.88578E-16	
0.0256348	0.021051	3.88578E-16	
0	0.0207336	3.88578E-16	
0.0109863	0.020575	3.88578E-16	
0.0201416	0.020697	3.88578E-16	
0.000610352	0.0204468	3.88578E-16	
0.0238037	0.0203247	3.88578E-16	
0.0317383	0.0206055	3.88578E-16	
-0.00610352	0.0203552	3.88578E-16	
0.0396729	0.0202942	3.88578E-16	
-0.0238037	0.0198853	3.88578E-16	
0.0158691	0.019751	3.88578E-16	
0.0671387	0.0200806	3.88578E-16	
-0.0482178	0.0204651	3.88578E-16	
0.00427246	0.0204407	3.88578E-16	
0	0.0203552	3.88578E-16	
0.0115967	0.0204651	3.88578E-16	
0.0280762	0.0203247	3.88578E-16	
-0.0201416	0.0203003	3.88578E-16	
-0.0140381	0.0203796	3.88578E-16	
0.00366211	0.020282	3.88578E-16	
-0.020752	0.020459	3.88578E-16	
0.0524902	0.0207153	3.88578E-16	
-0.0238037	0.0208618	3.88578E-16	
-0.045166	0.0212524	3.88578E-16	
0.0756836	0.0215942	3.88578E-16	
0.0335693	0.0217834	3.88578E-16	
0.0164795	0.0219177	3.88578E-16	
0.0134277	0.0217834	3.88578E-16	
-0.0109863	0.0217529	3.88578E-16	
0.0622559	0.0222229	3.88578E-16	
-0.00854492	0.0219177	3.88578E-16	
-0.0115967	0.021991	3.88578E-16	
0.0177002	0.0219971	3.88578E-16	
0.0341797	0.0221069	3.88578E-16	
-0.0415039	0.0218994	3.88578E-16	
0.00671387	0.0218323	3.88578E-16	
0.0415039	0.0220154	3.88578E-16	
-0.0183105	0.0220642	3.88578E-16	
0.0537109	0.0225281	3.88578E-16	
-0.00183105	0.0224548	3.88578E-16	
-0.00671387	0.0221497	3.88578E-16	
0.0531006	0.0222351	3.88578E-16	
-0.00610352	0.0222107	3.88578E-16	
-0.0231934	0.0222778	0	
0.0354004	0.022229	0	
0.0170898	0.0221558	0	
0.0335693	0.0221008	0	
-0.0244141	0.022345	0	
0.0128174	0.0224731	0	
0.0518799	0.0225891	0	
-0.010376	0.0225403	3.88578E-16	
0.00671387	0.0226013	3.88578E-16	
0.0292969	0.022406	3.88578E-16	
0	0.0222717	3.88578E-16	
0.0134277	0.022229	3.88578E-16	
-0.00244141	0.0219727	3.88578E-16	
0.00183105	0.0219849	0	
0.00488281	0.0216003	0	
0.0158691	0.0214966	0	
-0.0305176	0.0212646	0	
0.0262451	0.0213745	0	
-0.010376	0.0210632	3.88578E-16	
-0.00610352	0.0209412	3.88578E-16	
0.03479	0.0209656	3.88578E-16	
-0.0256348	0.0208191	3.88578E-16	
0.0164795	0.0207397	3.88578E-16	
0.0366211	0.0208313	3.88578E-16	
-0.0201416	0.0209167	3.88578E-16	
-0.00793457	0.0209534	3.88578E-16	
0.012207	0.0210632	3.88578E-16	
0.00366211	0.0209351	3.88578E-16	
0.0396729	0.0210083	0	
-0.0213623	0.0210754	0	
0.0115967	0.0209167	0	
0.0396729	0.0208862	0	
0.0238037	0.0210571	0	
0.00305176	0.0209473	0	
0.00549316	0.0205627	0	
0.0408936	0.0209412	0	
0.00976563	0.0208496	3.88578E-16	
-0.0152588	0.0208069	3.88578E-16	
-0.012207	0.0208313	3.88578E-16	
0.0256348	0.0208618	3.88578E-16	
0.0238037	0.0209961	3.88578E-16	
0.00366211	0.0207886	3.88578E-16	
0.0299072	0.0207336	3.88578E-16	
0.0238037	0.0208435	3.88578E-16	
0.00671387	0.0208008	3.88578E-16	
0.0537109	0.0208679	0	
-0.0268555	0.0209595	0	
0.00732422	0.0210022	0	
0.0579834	0.0213257	0	
-0.00427246	0.0211487	3.88578E-16	
-0.0561523	0.021698	3.88578E-16	
0.0152588	0.0215942	3.88578E-16	
0.0134277	0.0217163	3.88578E-16	
0.0549316	0.022229	3.88578E-16	
-0.0396729	0.0225586	3.88578E-16	
0	0.0224182	3.88578E-16	
0.0482178	0.0227966	3.88578E-16	
0.0415039	0.0229553	3.88578E-16	
-0.00610352	0.0230164	3.88578E-16	
0.0341797	0.0232483	3.88578E-16	
0.0189209	0.0232361	3.88578E-16	
0.00183105	0.0232483	3.88578E-16	
-0.00183105	0.0230286	3.88578E-16	
0.00610352	0.0227722	3.88578E-16	
0.0445557	0.0231567	3.88578E-16	
0.0201416	0.0229614	3.88578E-16	
-0.0817871	0.0235413	3.88578E-16	
0.0335693	0.0237183	0	
0.0231934	0.0232788	0	
-0.00976563	0.0228943	0	
0.0445557	0.0232971	0	
-0.00854492	0.0233826	0	
-0.032959	0.0235962	0	
0.0415039	0.0237305	3.88578E-16	
0.0128174	0.0236572	3.88578E-16	
-0.000610352	0.0235229	3.88578E-16	
0.0152588	0.0236389	3.88578E-16	
-0.00915527	0.0235229	3.88578E-16	
0.0366211	0.0233643	3.88578E-16	
-0.00976563	0.0232239	3.88578E-16	
-0.00549316	0.0228271	3.88578E-16	
0.0213623	0.0222839	3.88578E-16	
0.045166	0.0223999	3.88578E-16	
-0.032959	0.0225647	3.88578E-16	
0.0415039	0.0228455	3.88578E-16	
0.0213623	0.0229492	3.88578E-16	
-0.00915527	0.0224182	3.88578E-16	
-0.0152588	0.0224854	3.88578E-16	
0.0146484	0.0225159	3.88578E-16	
0	0.0223389	3.88578E-16	
0.010376	0.0221008	0	
-0.045166	0.0221375	0	
0.00915527	0.0221619	0	
0.0494385	0.0222412	0	
-0.000610352	0.0220642	0	
-0.0012207	0.0215393	0	
0.00671387	0.0215881	3.88578E-16	
0.0280762	0.0218018	3.88578E-16	
0.0341797	0.0216125	3.88578E-16	
0.010376	0.0216553	3.88578E-16	
0.00305176	0.0214539	3.88578E-16	
-0.0152588	0.0212524	3.88578E-16	
0.00549316	0.0211365	3.88578E-16	
0.0396729	0.0211975	3.88578E-16	
-0.0128174	0.0210815	3.88578E-16	
-0.00793457	0.0210327	3.88578E-16	
0.00610352	0.020575	3.88578E-16	
0.0317383	0.0207886	0	
-0.0299072	0.0210205	0	
0.0177002	0.0209045	0	
0.020752	0.0211121	3.88578E-16	
0.0146484	0.0211243	3.88578E-16	
0.00427246	0.0211426	3.88578E-16	
-0.0115967	0.0212402	3.88578E-16	
0.0231934	0.0214233	3.88578E-16	
0.0378418	0.0216431	3.88578E-16	
-0.0152588	0.0214905	3.88578E-16	
0.00305176	0.0212585	3.88578E-16	
0.0244141	0.0213989	3.88578E-16	
0.0341797	0.0216797	3.88578E-16	
0.00976563	0.0214294	3.88578E-16	
-0.0177002	0.0213501	3.88578E-16	
0.0158691	0.021344	3.88578E-16	
0.0817871	0.0217957	3.88578E-16	
-0.00305176	0.0216248	3.88578E-16	
-0.0115967	0.0216614	3.88578E-16	
0.0488281	0.0220276	3.88578E-16	
-0.0317383	0.0223083	3.88578E-16	
0.03479	0.0222595	3.88578E-16	
-0.012207	0.022168	3.88578E-16	
-0.0244141	0.0222961	3.88578E-16	
0.0195313	0.0220947	3.88578E-16	
0.0250244	0.0221069	3.88578E-16	
-0.00183105	0.0220947	3.88578E-16	
0.0146484	0.0221863	3.88578E-16	
0.00366211	0.021814	3.88578E-16	
0.0488281	0.0222046	3.88578E-16	
0.010376	0.0221558	3.88578E-16	
-0.00427246	0.0220764	0	
0.00732422	0.0218933	0	
0.0561523	0.0222168	3.88578E-16	
-0.0463867	0.022644	3.88578E-16	
-0.0158691	0.0225037	3.88578E-16	
0.0286865	0.0225525	3.88578E-16	
0.0128174	0.0226135	3.88578E-16	
0.0140381	0.0222168	3.88578E-16	
-0.022583	0.0221741	3.88578E-16	
-0.00793457	0.0221802	3.88578E-16	
0.0634766	0.0222351	3.88578E-16	
0.0012207	0.0222046	3.88578E-16	
-0.00610352	0.0217041	3.88578E-16	
0.0158691	0.0217102	3.88578E-16	
-0.00183105	0.0215942	3.88578E-16	
0.0378418	0.0214233	3.88578E-16	
-0.0140381	0.021167	3.88578E-16	
-0.012207	0.0212891	3.88578E-16	
0.0170898	0.0209778	3.88578E-16	
0.0305176	0.0208679	3.88578E-16	
-0.0274658	0.0210815	3.88578E-16	
0.0152588	0.0208923	3.88578E-16	
0.00854492	0.0207886	3.88578E-16	
0.020752	0.0209778	3.88578E-16	
0.0238037	0.0211975	3.88578E-16	
-0.00976563	0.0212341	3.88578E-16	
-0.00610352	0.0208496	3.88578E-16	
0.0408936	0.0210571	3.88578E-16	
-0.00427246	0.020282	3.88578E-16	
0.00427246	0.019989	3.88578E-16	
0.0396729	0.0201538	3.88578E-16	
-0.00915527	0.0201477	3.88578E-16	
0.0567627	0.0202698	3.88578E-16	
0.0012207	0.0201965	3.88578E-16	
0.00671387	0.0199341	3.88578E-16	
0.0366211	0.0198853	3.88578E-16	
0.0219727	0.0199768	3.88578E-16	
0.00854492	0.0200562	3.88578E-16	
0	0.0199036	3.88578E-16	
0.012207	0.0199341	3.88578E-16	
-0.00915527	0.0196594	3.88578E-16	
-0.0170898	0.0197327	3.88578E-16	
-0.00366211	0.0197144	3.88578E-16	
0.0201416	0.0197021	3.88578E-16	
0.0244141	0.0194946	0	
-0.00427246	0.0192078	0	
0.0158691	0.0189514	0	
0.0378418	0.0191162	0	
0.0213623	0.0192383	0	
-0.00488281	0.0191345	0	
-0.0158691	0.0191467	0	
0.0592041	0.0197388	0	
0.0140381	0.0197754	0	
-0.055542	0.0198792	0	
-0.0189209	0.0199768	0	
0.0360107	0.0198425	0	
0	0.0198364	0	
0.0372314	0.0201965	0	
0.0115967	0.0202454	0	
-0.0286865	0.0202515	0	
0.0457764	0.0203674	0	
0.0183105	0.0204468	0	
0.00732422	0.0204895	3.88578E-16	
0.0213623	0.0205505	3.88578E-16	
-0.00366211	0.0205322	3.88578E-16	
0.0140381	0.0202759	3.88578E-16	
-0.0170898	0.0203186	3.88578E-16	
0.012207	0.0203613	3.88578E-16	
0.0177002	0.0204773	3.88578E-16	
0.0170898	0.0203308	3.88578E-16	
-0.0128174	0.0201599	3.88578E-16	
0.0305176	0.0202881	3.88578E-16	
0.00854492	0.020166	3.88578E-16	
0.00671387	0.0200867	3.88578E-16	
0.0128174	0.0201721	3.88578E-16	
-0.0170898	0.0202271	3.88578E-16	
0.0268555	0.0202637	3.88578E-16	
0.0335693	0.0202209	3.88578E-16	
-0.0256348	0.0203247	3.88578E-16	
-0.0134277	0.0204285	3.88578E-16	
0.0543213	0.0207275	3.88578E-16	
-0.0134277	0.02052	3.88578E-16	
0.010376	0.0205261	3.88578E-16	
0.0244141	0.0205933	3.88578E-16	
0.0256348	0.0206909	3.88578E-16	
0.0195313	0.0200684	3.88578E-16	
0.0164795	0.0202026	3.88578E-16	
0.00915527	0.0201782	3.88578E-16	
0.0231934	0.0199219	3.88578E-16	
0.0158691	0.0197632	3.88578E-16	
0.00915527	0.0195068	3.88578E-16	
-0.00976563	0.0194824	3.88578E-16	
-0.00671387	0.0193054	3.88578E-16	
0.0457764	0.0195679	3.88578E-16	
0.0292969	0.0196106	3.88578E-16	
-0.045166	0.0200439	3.88578E-16	
0.0256348	0.0201538	3.88578E-16	
0.0146484	0.0202637	3.88578E-16	
0.010376	0.0198792	3.88578E-16	
0.0286865	0.0200623	3.88578E-16	
-0.0213623	0.0202332	3.88578E-16	
0.0109863	0.0202698	3.88578E-16	
0.0213623	0.0199219	3.88578E-16	
-0.022583	0.0196838	3.88578E-16	
-0.00183105	0.0195435	3.88578E-16	
0.0299072	0.0195557	3.88578E-16	
-0.0109863	0.0195374	3.88578E-16	
0.0476074	0.019873	3.88578E-16	
-0.0244141	0.0198914	3.88578E-16	
0.0128174	0.0199402	3.88578E-16	
0.043335	0.0197388	3.88578E-16	
0.0201416	0.019928	0	
0.00793457	0.0199463	0	
0.0292969	0.0200806	0	
0.00610352	0.0201233	0	
0.0274658	0.0200195	0	
-0.00976563	0.0199768	0	
0.0158691	0.0200134	0	
0.0378418	0.0202209	3.88578E-16	
0.0323486	0.0202393	3.88578E-16	
-0.0280762	0.0202454	3.88578E-16	
-0.00427246	0.0201355	3.88578E-16	
0.043335	0.0204834	3.88578E-16	
0.00183105	0.0202942	0	
0.0378418	0.0204346	0	
-0.0152588	0.0204895	3.88578E-16	
-0.00610352	0.0204895	3.88578E-16	
0.0457764	0.0205383	3.88578E-16	
-0.00793457	0.020575	3.88578E-16	
0.0250244	0.0207825	3.88578E-16	
0.0292969	0.0206787	3.88578E-16	
-0.0146484	0.0207336	3.88578E-16	
0.0274658	0.0204407	3.88578E-16	
-0.0256348	0.0206848	3.88578E-16	
0.0128174	0.0207458	3.88578E-16	
0.0543213	0.0209229	3.88578E-16	
-0.0219727	0.0209229	3.88578E-16	
-0.0262451	0.0210999	3.88578E-16	
0.0286865	0.0213867	3.88578E-16	
0.00244141	0.0212891	3.88578E-16	
0.020752	0.021405	3.88578E-16	
-0.00549316	0.0212891	3.88578E-16	
0.012207	0.0213745	3.88578E-16	
-0.000610352	0.0211792	3.88578E-16	
0.0292969	0.021228	3.88578E-16	
-0.0158691	0.021344	3.88578E-16	
0.00976563	0.021283	3.88578E-16	
0.0195313	0.0210999	3.88578E-16	
0.00732422	0.0209595	3.88578E-16	
0.0189209	0.0210999	3.88578E-16	
-0.0238037	0.0211792	3.88578E-16	
0.0183105	0.0207703	3.88578E-16	
0.0292969	0.0209229	3.88578E-16	
